date,null_count_str,null_percent_str,null_count_float,null_percent_float,null_count_int,null_percent_int,null_count_bool,null_percent_bool
2022-09-18 11:38:17,ylizf,hfmhi,4.934846723982366,6.979427494991506,165,138,True,False
2022-09-18 11:38:17,ryish,jcvfc,2.9426668069403332,4.365535169218202,136,167,True,
2022-09-18 11:38:17,gqjnw,adfag,2.636743773335094,3.0669691451871994,145,,True,True
2022-09-18 11:38:17,sevrb,pmosd,3.017114116209648,3.62604696781362,141,103,True,True
2022-09-18 11:38:17,urwns,ylmbr,3.882706676456113,,178,138,True,True
2022-09-18 11:38:17,axxui,rhypg,4.901647877220384,3.8341236666712497,172,106,True,
2022-09-18 11:38:17,vuwva,igtfe,5.401569897143229,4.934381826329062,155,,True,
2022-09-18 11:38:17,gjexj,,6.7628694628586,,106,193,True,False
2022-09-18 11:38:17,rnfaf,aplqx,6.845981346115516,3.8086599529744936,123,188,True,False
2022-09-18 11:38:17,hcrju,,7.206557719546766,7.007494992701078,192,188,True,True
2022-09-18 11:38:17,qacej,xjamk,6.754154370999046,2.7078169426010676,134,116,True,True
2022-09-18 11:38:17,lncko,,3.8837803727849893,,101,111,False,False
2022-09-18 11:38:17,axvnk,qfaxl,7.208938977046977,3.2672451134721037,166,124,False,True
2022-09-18 11:38:17,cdqob,egwar,2.778561278863096,1.3747437500503654,160,,False,True
2022-09-18 11:38:17,vsakp,tmozn,8.589584657588725,,159,180,False,True
2022-09-18 11:38:17,ltijp,rmhft,8.780826958842914,6.418210097263306,107,194,False,False
2022-09-18 11:38:17,tqjce,vxrqd,4.686716488008262,7.746522721474274,164,108,False,False
2022-09-18 11:38:17,trjhp,njmef,4.458517309451074,,103,102,True,True
2022-09-18 11:38:17,lkjmk,phorc,2.5514112442638694,3.433900460766794,193,,False,True
2022-09-18 11:38:17,diqwv,fioey,6.85468885484103,4.331105144963193,113,138,True,True
2022-09-18 11:38:17,immiw,rneud,4.945655945062739,2.264318592973311,104,191,False,True
2022-09-18 11:38:17,kbkrh,bmmre,4.820210331024502,2.4085640314597985,199,191,True,False
2022-09-18 11:38:17,hzfvv,ewfpv,4.895507709123491,3.8621031584873977,148,128,False,True
2022-09-18 11:38:17,ovbqh,jwwib,4.523669813402033,,110,109,True,False
2022-09-18 11:38:17,zlqnb,,2.539957043264681,8.526570450249764,184,,False,True
2022-09-18 11:38:17,juvpn,obbqi,7.5254931505789715,2.1668788083246904,176,197,True,False
2022-09-18 11:38:17,tqkmr,,6.581128756209223,,188,132,True,False
2022-09-18 11:38:17,yqrqs,ycjjz,6.570365929674635,8.103486840929872,179,166,True,False
2022-09-18 11:38:17,futnu,xritk,6.6750225088232344,,193,103,False,True
2022-09-18 11:38:17,bqchw,ugolz,1.4791790033668952,8.281263181084197,137,133,True,False
2022-09-18 11:38:17,sbqsy,,7.618781722839548,5.432983392463031,197,177,False,False
2022-09-18 11:38:17,kmoyt,gajxp,8.102441710843271,3.491497360827787,105,178,True,False
2022-09-18 11:38:17,hsthd,splko,4.755815459369344,8.559095046798321,169,134,True,False
2022-09-18 11:38:17,huovd,dwbeb,3.3078307339767976,,166,161,False,False
2022-09-18 11:38:17,bfzbl,jvvpu,6.212897167502448,2.4967222553068336,166,147,False,True
2022-09-18 11:38:17,notch,tsudm,5.667005761240666,3.2103580482511953,123,134,True,True
2022-09-18 11:38:17,avcba,,2.414551182397065,7.7119999210119765,132,169,True,False
2022-09-18 11:38:17,xnfky,xtnun,6.448399432877961,,167,,False,False
2022-09-18 11:38:17,xtodj,cuucq,5.773513910292864,7.059302950680553,170,,False,
2022-09-18 11:38:17,szank,eiaqj,8.236937105278576,7.01309941809745,174,182,True,False
2022-09-18 11:38:17,kfbpa,bspwc,4.760655919453211,7.91906053272889,129,124,True,False
2022-09-18 11:38:17,mpkig,sllxm,3.6294777054926755,6.002117186768851,164,181,True,False
2022-09-18 11:38:17,tldwu,kuuhz,4.143431399748595,1.2857714243792715,107,190,False,True
2022-09-18 11:38:17,mwzza,inbnt,5.503630648300327,4.807697765469783,132,167,True,False
2022-09-18 11:38:17,pxrie,,1.7810365462221682,3.105500361817059,160,,False,True
2022-09-18 11:38:17,yxipw,miysa,7.609264363546786,7.989636694263385,157,142,True,True
2022-09-18 11:38:17,hvmit,vacqv,2.4334780354258383,,179,167,False,True
2022-09-18 11:38:17,vgiyr,evinv,1.9925106485620225,2.37743767561005,190,111,True,True
2022-09-18 11:38:17,ltoje,ifwdi,2.3461512435505427,4.1268534558891234,187,,False,True
2022-09-18 11:38:17,cejuj,szhoo,1.8922323673189991,,157,153,True,False
2022-09-18 11:38:17,brkdx,mfpze,2.076129709215966,,134,188,False,True
2022-09-18 11:38:17,vzrzv,fhzov,2.381951878030182,5.661867442344499,176,160,False,False
2022-09-18 11:38:17,nqrcx,,1.7958094614985574,3.949326468542731,153,195,False,True
2022-09-18 11:38:17,yzaxy,iyxpz,8.275860249839061,7.735224286779213,124,,True,
2022-09-18 11:38:17,xnkrm,jznzh,4.347121668335994,,108,130,True,True
2022-09-18 11:38:17,gmaaz,,7.818215095817493,6.320144019731043,120,114,False,True
2022-09-18 11:38:17,emjis,wertd,2.6835590571377903,7.39708428816778,109,165,False,True
2022-09-18 11:38:17,lwdyb,ztses,2.1703465805392845,7.929576981080852,161,149,False,False
2022-09-18 11:38:17,sfgjh,,3.149346357985573,3.6037118371581904,177,147,False,True
2022-09-18 11:38:17,xwdbh,ulkda,4.3233117883327985,8.791530409775348,129,120,True,True
2022-09-18 11:38:17,docdd,qlunb,2.0015855449340436,,124,,False,True
2022-09-18 11:38:17,hftzu,ordyp,5.588371671030646,4.789126699457266,175,135,True,
2022-09-18 11:38:17,wtqpj,yawma,4.223793411291809,,136,113,False,True
2022-09-18 11:38:17,tcyvp,,3.3508376034606755,,101,119,True,False
2022-09-18 11:38:17,lwheh,,8.084953695411093,3.202988559903618,172,,True,True
2022-09-18 11:38:17,nyifp,blhnh,3.363540689859618,5.452633698860445,199,133,True,True
2022-09-18 11:38:17,ggmmn,,2.6917660829107994,,150,156,False,False
2022-09-18 11:38:17,usbje,kmumd,3.026289958681446,8.785078970563056,106,140,False,
2022-09-18 11:38:17,kkmnb,zzzch,7.811329999888714,4.218058788027117,183,193,False,False
2022-09-18 11:38:17,nexgt,jpqji,8.240518771207942,1.2071369777630683,139,198,False,False
2022-09-18 11:38:17,kqppb,tfytk,8.018744270978113,,200,137,False,
2022-09-18 11:38:17,yuudb,vkekg,5.659109027128109,6.273116415913241,115,139,True,False
2022-09-18 11:38:17,izgsz,qlmki,5.994146857278417,2.267004877502675,184,,True,
2022-09-18 11:38:17,uelvo,czzcs,8.331370131262243,8.407876848494912,107,173,False,
2022-09-18 11:38:17,jfywn,aftai,5.420390362147062,4.602677491838011,195,,False,False
2022-09-18 11:38:17,btbsn,ywqjv,4.291047151085173,,117,,True,True
2022-09-18 11:38:17,yvmna,yboun,8.1642426619857,8.473873942959335,120,194,False,
2022-09-18 11:38:17,cscfu,uxsew,1.8082945676718554,2.021177873338084,138,186,False,False
2022-09-18 11:38:17,lqnae,ihaxd,6.315405336140781,,181,140,True,True
2022-09-18 11:38:17,gkvjg,,3.9367259349197274,1.4914322403779603,122,,False,
2022-09-18 11:38:17,eitfq,wywnu,7.529010104097487,6.000445287997553,192,110,True,True
2022-09-18 11:38:17,fvzcl,afzkc,8.845155618755966,,118,,False,False
2022-09-18 11:38:17,rwttt,xalgk,5.313037056473031,8.180678730848426,186,100,True,
2022-09-18 11:38:17,sllya,,6.595169784570068,1.8685024247120292,130,108,False,True
2022-09-18 11:38:17,kyqgg,mycfo,1.4678887679681738,7.3959736550257995,139,,True,False
2022-09-18 11:38:17,ixuhv,lbstq,5.244947808745286,1.9923063732339419,140,165,True,False
2022-09-18 11:38:17,lxkks,hcqex,5.428251841386605,5.259882526385163,177,119,False,
2022-09-18 11:38:17,agjmt,,5.83601935746249,3.4507558881317246,161,,False,True
2022-09-18 11:38:17,lewes,yevmn,2.4529487215716963,,125,155,True,False
2022-09-18 11:38:17,rwbdc,jtavo,2.5655156842701574,2.2941296828791353,110,,True,
2022-09-18 11:38:17,vhsxs,ckbrm,8.237508278221691,6.764727257649299,191,176,False,
2022-09-18 11:38:17,nqyax,wukgq,3.7425197379767585,8.12832366160908,143,143,False,True
2022-09-18 11:38:17,ewavo,jznet,4.160779511139984,,131,145,True,False
2022-09-18 11:38:17,mdwmy,iwhjs,7.658464845739493,2.1266052868965675,115,,False,
2022-09-18 11:38:17,jqbjb,iyavf,3.658274963937626,,193,141,False,True
2022-09-18 11:38:17,rxkrz,,6.466916974217053,4.159558470449352,164,,False,
2022-09-18 11:38:17,yikxg,ejfjc,2.906782891349173,8.019056369766195,123,100,False,True
2022-09-18 11:38:17,lskin,odyfv,6.501325906342011,4.402851823167823,128,126,True,True
2022-09-18 11:38:17,uwumh,rctvn,1.5124572295240517,6.419906708192193,182,147,True,False
2022-09-18 11:38:17,jemct,pehwi,8.402839591562495,3.63786972702309,196,110,False,False
2022-09-18 11:38:17,splhi,xgjpk,4.175113631392898,1.8003313182075966,175,199,False,False
2022-09-18 11:38:17,xoagj,ssqvj,2.380853880403892,1.321266862317902,182,170,True,
2022-09-18 11:38:17,koosu,rbmbt,6.978775486876372,4.528217642374448,161,140,False,
2022-09-18 11:38:17,tzwvg,ydvxm,8.028964224846248,3.1432991121780187,165,195,True,True
2022-09-18 11:38:17,bzsxs,,4.823524415119655,6.106976851818805,143,103,False,False
2022-09-18 11:38:17,gvrwu,eexws,6.049451102041967,5.145580773753318,167,,False,False
2022-09-18 11:38:17,ncggr,qfcxf,4.437895015983893,2.4977855258802046,127,128,True,False
2022-09-18 11:38:17,emysf,eawtp,1.7611749423573753,7.598164396842982,112,,True,False
2022-09-18 11:38:17,lipju,zxbcw,7.764009816196899,,181,145,True,
2022-09-18 11:38:17,pvoho,,6.465769567159703,8.360031193260298,100,109,True,True
2022-09-18 11:38:17,ladsw,jqptd,7.282672832605537,,189,193,False,True
2022-09-18 11:38:17,lvlfn,sdhsh,7.795053939000196,,145,197,False,False
2022-09-18 11:38:17,sysww,,1.6671440039899459,4.247925513036882,175,171,False,
2022-09-18 11:38:17,yhhik,nfdnl,3.2861319267945728,7.923992706210715,190,164,True,True
2022-09-18 11:38:17,nxotz,ymlyu,3.7826697934364883,2.518857643473944,116,127,True,
2022-09-18 11:38:17,rvpoq,xbddu,3.6979420656056146,,122,186,True,True
2022-09-18 11:38:17,cgkcp,mctzk,6.799761609257432,2.4409800211020767,193,113,False,True
2022-09-18 11:38:17,tbpye,frwgt,3.4706604257535414,8.13619954673559,124,122,True,False
2022-09-17 11:38:17,,ebcro,,,,107,,
2022-09-17 11:38:17,,fbkdp,,,,,,False
2022-09-17 11:38:17,,,,6.605436387310719,,124,,False
2022-09-17 11:38:17,,xrlni,,7.8963305901809395,,189,,False
2022-09-17 11:38:17,,ljhpw,,2.5178112254187046,,119,,True
2022-09-17 11:38:17,,goblm,,4.539840682389285,,110,,True
2022-09-17 11:38:17,,lkxgd,,,,189,,True
2022-09-17 11:38:17,,hysns,,5.046470981249088,,112,,True
2022-09-17 11:38:17,,zhxlf,,,,200,,False
2022-09-17 11:38:17,kmehj,,5.917644565570827,5.261649311828781,161,127,False,True
2022-09-17 11:38:17,ojzuv,,1.3391906589015539,,118,189,False,True
2022-09-17 11:38:17,ekrrt,zirfp,1.3575215133952137,6.54676657366931,143,119,False,True
2022-09-17 11:38:17,kptlr,lusde,1.94654693692713,5.783546561907908,102,168,True,
2022-09-17 11:38:17,hwdob,oobfi,2.555590557017596,7.681677717762049,112,140,False,True
